itemid, orderid,productid,quantity,productname
501 , 34 , 26 , 1.0 , Pivotal 2% Milk
502 , 34 , 21 , 1.0 , black radish
503 , 34 , 72 , 1.0 , K-Town Half Sour Pickles
504 , 34 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
505 , 35 , 56 , 1.0 , Mom's Potato Salad
506 , 35 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
507 , 35 , 1 , 1.0 , Pivotal Apple Juice
508 , 35 , 52 , 1.0 , Porky Pig Smoked Ham
509 , 35 , 53 , 1.0 , Old Zurich Swiss Cheese
510 , 35 , 45 , 1.0 , Porky Pig Big Chops
511 , 35 , 17 , 1.0 , napa
512 , 35 , 65 , 1.0 , Mr Peanut Peanut Oil
513 , 35 , 30 , 1.0 , Pivotal 1/2 and 1/2
514 , 35 , 13 , 1.0 , pink grapefruit
515 , 35 , 76 , 1.0 , Happy Valley White Peaches
516 , 35 , 5 , 1.0 , Boone Farms Swill
517 , 35 , 25 , 1.0 , ugli fruit
518 , 35 , 46 , 1.0 , Clucker Farms Organic Chicken
519 , 36 , 82 , 1.0 , BabyBum Disposable Diapers
520 , 36 , 17 , 1.0 , napa
521 , 36 , 51 , 1.0 , Elmer's Roast Beef
522 , 36 , 57 , 1.0 , Mom's Deli Mustard
523 , 36 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
524 , 36 , 68 , 1.0 , Heinz Ketchup Quart Bottle
525 , 36 , 16 , 1.0 , Honeydew
526 , 36 , 67 , 1.0 , Mom's Old Fashioned Mayo
527 , 36 , 23 , 1.0 , red top turnip
528 , 36 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
529 , 36 , 7 , 1.0 , pink lady
530 , 36 , 30 , 1.0 , Pivotal 1/2 and 1/2
531 , 36 , 41 , 1.0 , 12 inch Dinner Plates
532 , 36 , 48 , 1.0 , Porky Pig Everloving Bacon
533 , 36 , 12 , 1.0 , fennel
534 , 36 , 38 , 1.0 , Organic Vegetarian Sausage
535 , 36 , 8 , 1.0 , banana
536 , 36 , 82 , 1.0 , BabyBum Disposable Diapers
537 , 36 , 34 , 1.0 , Pivotal Small Frozen Peas
538 , 36 , 6 , 1.0 , Pivotal Smoothie
539 , 36 , 52 , 1.0 , Porky Pig Smoked Ham
540 , 36 , 50 , 1.0 , Kosher salami
541 , 37 , 59 , 1.0 , Zabar's Old Fahsioned Rye
542 , 37 , 35 , 1.0 , Maine Wild Blueberries
543 , 37 , 3 , 1.0 , Chateau Potomac Water
544 , 37 , 20 , 1.0 , quince ?
545 , 37 , 35 , 1.0 , Maine Wild Blueberries
546 , 37 , 82 , 1.0 , BabyBum Disposable Diapers
547 , 37 , 67 , 1.0 , Mom's Old Fashioned Mayo
548 , 37 , 26 , 1.0 , Pivotal 2% Milk
549 , 37 , 22 , 1.0 , triple wahsed spinach
550 , 37 , 2 , 1.0 , Ooopsi Cola
551 , 38 , 41 , 1.0 , 12 inch Dinner Plates
552 , 38 , 77 , 1.0 , Pivotal Baked Beans
553 , 38 , 50 , 1.0 , Kosher salami
554 , 38 , 11 , 1.0 , white eggplant
555 , 38 , 1 , 1.0 , Pivotal Apple Juice
556 , 38 , 59 , 1.0 , Zabar's Old Fahsioned Rye
557 , 38 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
558 , 38 , 42 , 1.0 , Floral Print Napkins
559 , 38 , 51 , 1.0 , Elmer's Roast Beef
560 , 38 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
561 , 38 , 43 , 1.0 , T-bone steak
562 , 38 , 21 , 1.0 , black radish
563 , 39 , 31 , 1.0 , Free Range Extra Large
564 , 39 , 60 , 1.0 , Organic Whole Wheat Bread
565 , 39 , 69 , 1.0 , Ball Park Mustard
566 , 39 , 45 , 1.0 , Porky Pig Big Chops
567 , 39 , 55 , 1.0 , Mom's Cole Slaw
568 , 39 , 11 , 1.0 , white eggplant
569 , 39 , 11 , 1.0 , white eggplant
570 , 39 , 73 , 1.0 , Happy Valley Sweet Corn
571 , 39 , 76 , 1.0 , Happy Valley White Peaches
572 , 39 , 70 , 1.0 , Homer's Strawberry Jam
573 , 39 , 14 , 1.0 , horseradish
574 , 39 , 31 , 1.0 , Free Range Extra Large
575 , 39 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
576 , 39 , 53 , 1.0 , Old Zurich Swiss Cheese
577 , 39 , 28 , 1.0 , Land O Lakes Butter
578 , 39 , 17 , 1.0 , napa
579 , 39 , 60 , 1.0 , Organic Whole Wheat Bread
580 , 40 , 56 , 1.0 , Mom's Potato Salad
581 , 40 , 16 , 1.0 , Honeydew
582 , 40 , 81 , 1.0 , Pivotal Extra Stength Aspirin
583 , 40 , 59 , 1.0 , Zabar's Old Fahsioned Rye
584 , 40 , 7 , 1.0 , pink lady
585 , 40 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
586 , 40 , 57 , 1.0 , Mom's Deli Mustard
587 , 40 , 47 , 1.0 , Ball Park Franks
588 , 40 , 61 , 1.0 , Brooklyn Bagel 6 pack
589 , 40 , 4 , 1.0 , PBR
590 , 40 , 72 , 1.0 , K-Town Half Sour Pickles
591 , 40 , 13 , 1.0 , pink grapefruit
592 , 40 , 40 , 1.0 , Husky Paper towels
593 , 40 , 53 , 1.0 , Old Zurich Swiss Cheese
594 , 40 , 51 , 1.0 , Elmer's Roast Beef
595 , 40 , 18 , 1.0 , california navels
596 , 40 , 77 , 1.0 , Pivotal Baked Beans
597 , 40 , 70 , 1.0 , Homer's Strawberry Jam
598 , 41 , 9 , 1.0 , Kirby cukes
599 , 41 , 78 , 1.0 , Jasper's Pizza Sauce
600 , 41 , 31 , 1.0 , Free Range Extra Large
601 , 41 , 15 , 1.0 , Meyer Lemons
602 , 41 , 50 , 1.0 , Kosher salami
603 , 41 , 73 , 1.0 , Happy Valley Sweet Corn
604 , 41 , 73 , 1.0 , Happy Valley Sweet Corn
605 , 41 , 1 , 1.0 , Pivotal Apple Juice
606 , 41 , 40 , 1.0 , Husky Paper towels
607 , 41 , 30 , 1.0 , Pivotal 1/2 and 1/2
608 , 41 , 74 , 1.0 , Happy Valley Green Beans
609 , 41 , 44 , 1.0 , ground beef
610 , 42 , 73 , 1.0 , Happy Valley Sweet Corn
611 , 42 , 35 , 1.0 , Maine Wild Blueberries
612 , 42 , 36 , 1.0 , Jasper's White Pizza
613 , 42 , 56 , 1.0 , Mom's Potato Salad
614 , 42 , 64 , 1.0 , Ballpark Hot Dog Rolls
615 , 42 , 10 , 1.0 , dill
616 , 42 , 20 , 1.0 , quince ?
617 , 42 , 64 , 1.0 , Ballpark Hot Dog Rolls
618 , 42 , 45 , 1.0 , Porky Pig Big Chops
619 , 42 , 66 , 1.0 , Old Italy Olive Oil
620 , 42 , 56 , 1.0 , Mom's Potato Salad
621 , 42 , 71 , 1.0 , Mr Peanut Peanut Butter
622 , 42 , 68 , 1.0 , Heinz Ketchup Quart Bottle
623 , 42 , 61 , 1.0 , Brooklyn Bagel 6 pack
624 , 42 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
625 , 42 , 76 , 1.0 , Happy Valley White Peaches
626 , 42 , 23 , 1.0 , red top turnip
627 , 42 , 62 , 1.0 , Donut King 6 pack
628 , 42 , 68 , 1.0 , Heinz Ketchup Quart Bottle
629 , 42 , 64 , 1.0 , Ballpark Hot Dog Rolls
630 , 42 , 10 , 1.0 , dill
631 , 42 , 69 , 1.0 , Ball Park Mustard
632 , 43 , 40 , 1.0 , Husky Paper towels
633 , 43 , 35 , 1.0 , Maine Wild Blueberries
634 , 43 , 56 , 1.0 , Mom's Potato Salad
635 , 43 , 58 , 1.0 , Wonder Bread
636 , 43 , 26 , 1.0 , Pivotal 2% Milk
637 , 43 , 15 , 1.0 , Meyer Lemons
638 , 43 , 71 , 1.0 , Mr Peanut Peanut Butter
639 , 43 , 44 , 1.0 , ground beef
640 , 43 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
641 , 43 , 47 , 1.0 , Ball Park Franks
642 , 43 , 19 , 1.0 , dole pineapple
643 , 43 , 77 , 1.0 , Pivotal Baked Beans
644 , 43 , 82 , 1.0 , BabyBum Disposable Diapers
645 , 43 , 30 , 1.0 , Pivotal 1/2 and 1/2
646 , 44 , 76 , 1.0 , Happy Valley White Peaches
647 , 44 , 62 , 1.0 , Donut King 6 pack
648 , 44 , 26 , 1.0 , Pivotal 2% Milk
649 , 44 , 46 , 1.0 , Clucker Farms Organic Chicken
650 , 44 , 65 , 1.0 , Mr Peanut Peanut Oil
651 , 44 , 37 , 1.0 , Uggo Waffles
652 , 44 , 82 , 1.0 , BabyBum Disposable Diapers
653 , 44 , 51 , 1.0 , Elmer's Roast Beef
654 , 45 , 81 , 1.0 , Pivotal Extra Stength Aspirin
655 , 45 , 70 , 1.0 , Homer's Strawberry Jam
656 , 45 , 35 , 1.0 , Maine Wild Blueberries
657 , 45 , 52 , 1.0 , Porky Pig Smoked Ham
658 , 45 , 25 , 1.0 , ugli fruit
659 , 45 , 28 , 1.0 , Land O Lakes Butter
660 , 45 , 69 , 1.0 , Ball Park Mustard
661 , 45 , 8 , 1.0 , banana
662 , 45 , 46 , 1.0 , Clucker Farms Organic Chicken
663 , 45 , 37 , 1.0 , Uggo Waffles
664 , 45 , 78 , 1.0 , Jasper's Pizza Sauce
665 , 45 , 25 , 1.0 , ugli fruit
666 , 45 , 25 , 1.0 , ugli fruit
667 , 45 , 2 , 1.0 , Ooopsi Cola
668 , 45 , 49 , 1.0 , Leg of lamb
669 , 45 , 80 , 1.0 , Pivotal Stomach Calmer
670 , 45 , 5 , 1.0 , Boone Farms Swill
671 , 45 , 32 , 1.0 , Vermot Extra Sharp Cheddar
672 , 45 , 63 , 1.0 , Mom's extra frosting birthday cake
673 , 45 , 21 , 1.0 , black radish
674 , 46 , 69 , 1.0 , Ball Park Mustard
675 , 46 , 47 , 1.0 , Ball Park Franks
676 , 46 , 74 , 1.0 , Happy Valley Green Beans
677 , 46 , 12 , 1.0 , fennel
678 , 46 , 34 , 1.0 , Pivotal Small Frozen Peas
679 , 46 , 72 , 1.0 , K-Town Half Sour Pickles
680 , 46 , 76 , 1.0 , Happy Valley White Peaches
681 , 46 , 51 , 1.0 , Elmer's Roast Beef
682 , 46 , 1 , 1.0 , Pivotal Apple Juice
683 , 46 , 31 , 1.0 , Free Range Extra Large
684 , 46 , 28 , 1.0 , Land O Lakes Butter
685 , 46 , 74 , 1.0 , Happy Valley Green Beans
686 , 46 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
687 , 46 , 10 , 1.0 , dill
688 , 46 , 45 , 1.0 , Porky Pig Big Chops
689 , 46 , 55 , 1.0 , Mom's Cole Slaw
690 , 46 , 50 , 1.0 , Kosher salami
691 , 46 , 40 , 1.0 , Husky Paper towels
692 , 46 , 74 , 1.0 , Happy Valley Green Beans
693 , 46 , 15 , 1.0 , Meyer Lemons
694 , 46 , 56 , 1.0 , Mom's Potato Salad
695 , 46 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
696 , 46 , 74 , 1.0 , Happy Valley Green Beans
697 , 47 , 37 , 1.0 , Uggo Waffles
698 , 47 , 6 , 1.0 , Pivotal Smoothie
699 , 47 , 81 , 1.0 , Pivotal Extra Stength Aspirin
700 , 47 , 12 , 1.0 , fennel
701 , 47 , 51 , 1.0 , Elmer's Roast Beef
702 , 47 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
703 , 47 , 54 , 1.0 , Vermonter Mild Cheddar
704 , 47 , 43 , 1.0 , T-bone steak
705 , 47 , 10 , 1.0 , dill
706 , 47 , 12 , 1.0 , fennel
707 , 47 , 42 , 1.0 , Floral Print Napkins
708 , 47 , 21 , 1.0 , black radish
709 , 47 , 1 , 1.0 , Pivotal Apple Juice
710 , 47 , 6 , 1.0 , Pivotal Smoothie
711 , 47 , 31 , 1.0 , Free Range Extra Large
712 , 47 , 76 , 1.0 , Happy Valley White Peaches
713 , 47 , 11 , 1.0 , white eggplant
714 , 47 , 82 , 1.0 , BabyBum Disposable Diapers
715 , 47 , 20 , 1.0 , quince ?
716 , 47 , 4 , 1.0 , PBR
717 , 47 , 71 , 1.0 , Mr Peanut Peanut Butter
718 , 47 , 65 , 1.0 , Mr Peanut Peanut Oil
719 , 47 , 22 , 1.0 , triple wahsed spinach
720 , 48 , 81 , 1.0 , Pivotal Extra Stength Aspirin
721 , 48 , 48 , 1.0 , Porky Pig Everloving Bacon
722 , 48 , 2 , 1.0 , Ooopsi Cola
723 , 48 , 7 , 1.0 , pink lady
724 , 48 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
725 , 48 , 75 , 1.0 , Happy Valley Diced Tomatoes
726 , 48 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
727 , 48 , 21 , 1.0 , black radish
728 , 48 , 5 , 1.0 , Boone Farms Swill
729 , 48 , 41 , 1.0 , 12 inch Dinner Plates
730 , 48 , 21 , 1.0 , black radish
731 , 48 , 28 , 1.0 , Land O Lakes Butter
732 , 48 , 68 , 1.0 , Heinz Ketchup Quart Bottle
733 , 48 , 57 , 1.0 , Mom's Deli Mustard
734 , 48 , 72 , 1.0 , K-Town Half Sour Pickles
735 , 48 , 21 , 1.0 , black radish
736 , 48 , 30 , 1.0 , Pivotal 1/2 and 1/2
737 , 48 , 23 , 1.0 , red top turnip
738 , 49 , 69 , 1.0 , Ball Park Mustard
739 , 49 , 47 , 1.0 , Ball Park Franks
740 , 49 , 4 , 1.0 , PBR
741 , 49 , 1 , 1.0 , Pivotal Apple Juice
742 , 49 , 68 , 1.0 , Heinz Ketchup Quart Bottle
743 , 49 , 72 , 1.0 , K-Town Half Sour Pickles
744 , 49 , 37 , 1.0 , Uggo Waffles
745 , 49 , 75 , 1.0 , Happy Valley Diced Tomatoes
746 , 49 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
747 , 49 , 70 , 1.0 , Homer's Strawberry Jam
748 , 49 , 71 , 1.0 , Mr Peanut Peanut Butter
749 , 49 , 62 , 1.0 , Donut King 6 pack
750 , 49 , 67 , 1.0 , Mom's Old Fashioned Mayo
751 , 49 , 10 , 1.0 , dill
752 , 49 , 12 , 1.0 , fennel
753 , 49 , 5 , 1.0 , Boone Farms Swill
754 , 49 , 68 , 1.0 , Heinz Ketchup Quart Bottle
755 , 49 , 11 , 1.0 , white eggplant
756 , 50 , 14 , 1.0 , horseradish
757 , 50 , 70 , 1.0 , Homer's Strawberry Jam
758 , 50 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
759 , 50 , 17 , 1.0 , napa
760 , 50 , 78 , 1.0 , Jasper's Pizza Sauce
761 , 50 , 1 , 1.0 , Pivotal Apple Juice
762 , 50 , 81 , 1.0 , Pivotal Extra Stength Aspirin
763 , 50 , 30 , 1.0 , Pivotal 1/2 and 1/2
764 , 51 , 21 , 1.0 , black radish
765 , 51 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
766 , 51 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
767 , 51 , 37 , 1.0 , Uggo Waffles
768 , 51 , 68 , 1.0 , Heinz Ketchup Quart Bottle
769 , 51 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
770 , 51 , 17 , 1.0 , napa
771 , 51 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
772 , 51 , 57 , 1.0 , Mom's Deli Mustard
773 , 51 , 17 , 1.0 , napa
774 , 51 , 70 , 1.0 , Homer's Strawberry Jam
775 , 52 , 34 , 1.0 , Pivotal Small Frozen Peas
776 , 52 , 53 , 1.0 , Old Zurich Swiss Cheese
777 , 52 , 38 , 1.0 , Organic Vegetarian Sausage
778 , 52 , 40 , 1.0 , Husky Paper towels
779 , 52 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
780 , 52 , 1 , 1.0 , Pivotal Apple Juice
781 , 52 , 18 , 1.0 , california navels
782 , 52 , 25 , 1.0 , ugli fruit
783 , 52 , 15 , 1.0 , Meyer Lemons
784 , 52 , 30 , 1.0 , Pivotal 1/2 and 1/2
785 , 52 , 35 , 1.0 , Maine Wild Blueberries
786 , 52 , 50 , 1.0 , Kosher salami
787 , 52 , 25 , 1.0 , ugli fruit
788 , 52 , 49 , 1.0 , Leg of lamb
789 , 52 , 46 , 1.0 , Clucker Farms Organic Chicken
790 , 52 , 35 , 1.0 , Maine Wild Blueberries
791 , 52 , 76 , 1.0 , Happy Valley White Peaches
792 , 52 , 67 , 1.0 , Mom's Old Fashioned Mayo
793 , 53 , 13 , 1.0 , pink grapefruit
794 , 53 , 52 , 1.0 , Porky Pig Smoked Ham
795 , 53 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
796 , 53 , 1 , 1.0 , Pivotal Apple Juice
797 , 53 , 21 , 1.0 , black radish
798 , 53 , 17 , 1.0 , napa
799 , 53 , 24 , 1.0 , seedless watermelon
800 , 54 , 41 , 1.0 , 12 inch Dinner Plates
801 , 54 , 22 , 1.0 , triple wahsed spinach
802 , 54 , 48 , 1.0 , Porky Pig Everloving Bacon
803 , 54 , 11 , 1.0 , white eggplant
804 , 54 , 54 , 1.0 , Vermonter Mild Cheddar
805 , 54 , 51 , 1.0 , Elmer's Roast Beef
806 , 54 , 65 , 1.0 , Mr Peanut Peanut Oil
807 , 55 , 6 , 1.0 , Pivotal Smoothie
808 , 55 , 22 , 1.0 , triple wahsed spinach
809 , 55 , 67 , 1.0 , Mom's Old Fashioned Mayo
810 , 55 , 68 , 1.0 , Heinz Ketchup Quart Bottle
811 , 55 , 76 , 1.0 , Happy Valley White Peaches
812 , 56 , 49 , 1.0 , Leg of lamb
813 , 56 , 49 , 1.0 , Leg of lamb
814 , 56 , 51 , 1.0 , Elmer's Roast Beef
815 , 56 , 50 , 1.0 , Kosher salami
816 , 56 , 43 , 1.0 , T-bone steak
817 , 56 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
818 , 56 , 63 , 1.0 , Mom's extra frosting birthday cake
819 , 56 , 66 , 1.0 , Old Italy Olive Oil
820 , 56 , 8 , 1.0 , banana
821 , 56 , 38 , 1.0 , Organic Vegetarian Sausage
822 , 56 , 45 , 1.0 , Porky Pig Big Chops
823 , 56 , 10 , 1.0 , dill
824 , 56 , 57 , 1.0 , Mom's Deli Mustard
825 , 56 , 11 , 1.0 , white eggplant
826 , 56 , 57 , 1.0 , Mom's Deli Mustard
827 , 56 , 67 , 1.0 , Mom's Old Fashioned Mayo
828 , 56 , 68 , 1.0 , Heinz Ketchup Quart Bottle
829 , 56 , 56 , 1.0 , Mom's Potato Salad
830 , 56 , 1 , 1.0 , Pivotal Apple Juice
831 , 56 , 43 , 1.0 , T-bone steak
832 , 56 , 25 , 1.0 , ugli fruit
833 , 56 , 45 , 1.0 , Porky Pig Big Chops
834 , 56 , 50 , 1.0 , Kosher salami
835 , 56 , 77 , 1.0 , Pivotal Baked Beans
836 , 56 , 43 , 1.0 , T-bone steak
837 , 57 , 66 , 1.0 , Old Italy Olive Oil
838 , 57 , 62 , 1.0 , Donut King 6 pack
839 , 57 , 53 , 1.0 , Old Zurich Swiss Cheese
840 , 57 , 51 , 1.0 , Elmer's Roast Beef
841 , 57 , 9 , 1.0 , Kirby cukes
842 , 57 , 2 , 1.0 , Ooopsi Cola
843 , 58 , 40 , 1.0 , Husky Paper towels
844 , 58 , 76 , 1.0 , Happy Valley White Peaches
845 , 58 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
846 , 58 , 61 , 1.0 , Brooklyn Bagel 6 pack
847 , 58 , 26 , 1.0 , Pivotal 2% Milk
848 , 58 , 60 , 1.0 , Organic Whole Wheat Bread
849 , 58 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
850 , 58 , 1 , 1.0 , Pivotal Apple Juice
851 , 59 , 17 , 1.0 , napa
852 , 59 , 26 , 1.0 , Pivotal 2% Milk
853 , 59 , 4 , 1.0 , PBR
854 , 59 , 25 , 1.0 , ugli fruit
855 , 59 , 22 , 1.0 , triple wahsed spinach
856 , 59 , 38 , 1.0 , Organic Vegetarian Sausage
857 , 59 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
858 , 59 , 2 , 1.0 , Ooopsi Cola
859 , 60 , 61 , 1.0 , Brooklyn Bagel 6 pack
860 , 60 , 19 , 1.0 , dole pineapple
861 , 60 , 45 , 1.0 , Porky Pig Big Chops
862 , 60 , 38 , 1.0 , Organic Vegetarian Sausage
863 , 60 , 19 , 1.0 , dole pineapple
864 , 60 , 64 , 1.0 , Ballpark Hot Dog Rolls
865 , 60 , 63 , 1.0 , Mom's extra frosting birthday cake
866 , 60 , 35 , 1.0 , Maine Wild Blueberries
867 , 60 , 51 , 1.0 , Elmer's Roast Beef
868 , 60 , 31 , 1.0 , Free Range Extra Large
869 , 60 , 50 , 1.0 , Kosher salami
870 , 61 , 49 , 1.0 , Leg of lamb
871 , 61 , 9 , 1.0 , Kirby cukes
872 , 61 , 17 , 1.0 , napa
873 , 61 , 51 , 1.0 , Elmer's Roast Beef
874 , 61 , 60 , 1.0 , Organic Whole Wheat Bread
875 , 61 , 60 , 1.0 , Organic Whole Wheat Bread
876 , 61 , 25 , 1.0 , ugli fruit
877 , 61 , 65 , 1.0 , Mr Peanut Peanut Oil
878 , 61 , 66 , 1.0 , Old Italy Olive Oil
879 , 61 , 58 , 1.0 , Wonder Bread
880 , 61 , 10 , 1.0 , dill
881 , 61 , 63 , 1.0 , Mom's extra frosting birthday cake
882 , 61 , 57 , 1.0 , Mom's Deli Mustard
883 , 61 , 59 , 1.0 , Zabar's Old Fahsioned Rye
884 , 61 , 8 , 1.0 , banana
885 , 61 , 6 , 1.0 , Pivotal Smoothie
886 , 61 , 45 , 1.0 , Porky Pig Big Chops
887 , 61 , 18 , 1.0 , california navels
888 , 62 , 66 , 1.0 , Old Italy Olive Oil
889 , 62 , 25 , 1.0 , ugli fruit
890 , 62 , 20 , 1.0 , quince ?
891 , 62 , 10 , 1.0 , dill
892 , 62 , 31 , 1.0 , Free Range Extra Large
893 , 62 , 55 , 1.0 , Mom's Cole Slaw
894 , 62 , 50 , 1.0 , Kosher salami
895 , 62 , 77 , 1.0 , Pivotal Baked Beans
896 , 62 , 74 , 1.0 , Happy Valley Green Beans
897 , 62 , 58 , 1.0 , Wonder Bread
898 , 62 , 24 , 1.0 , seedless watermelon
899 , 62 , 47 , 1.0 , Ball Park Franks
900 , 62 , 6 , 1.0 , Pivotal Smoothie
901 , 62 , 25 , 1.0 , ugli fruit
902 , 62 , 56 , 1.0 , Mom's Potato Salad
903 , 62 , 36 , 1.0 , Jasper's White Pizza
904 , 62 , 45 , 1.0 , Porky Pig Big Chops
905 , 62 , 3 , 1.0 , Chateau Potomac Water
906 , 62 , 64 , 1.0 , Ballpark Hot Dog Rolls
907 , 62 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
908 , 63 , 52 , 1.0 , Porky Pig Smoked Ham
909 , 63 , 13 , 1.0 , pink grapefruit
910 , 63 , 4 , 1.0 , PBR
911 , 63 , 62 , 1.0 , Donut King 6 pack
912 , 63 , 58 , 1.0 , Wonder Bread
913 , 63 , 2 , 1.0 , Ooopsi Cola
914 , 63 , 22 , 1.0 , triple wahsed spinach
915 , 63 , 56 , 1.0 , Mom's Potato Salad
916 , 63 , 44 , 1.0 , ground beef
917 , 63 , 9 , 1.0 , Kirby cukes
918 , 64 , 48 , 1.0 , Porky Pig Everloving Bacon
919 , 64 , 69 , 1.0 , Ball Park Mustard
920 , 64 , 63 , 1.0 , Mom's extra frosting birthday cake
921 , 64 , 10 , 1.0 , dill
922 , 64 , 24 , 1.0 , seedless watermelon
923 , 64 , 81 , 1.0 , Pivotal Extra Stength Aspirin
924 , 64 , 15 , 1.0 , Meyer Lemons
925 , 64 , 74 , 1.0 , Happy Valley Green Beans
926 , 64 , 21 , 1.0 , black radish
927 , 64 , 32 , 1.0 , Vermot Extra Sharp Cheddar
928 , 64 , 2 , 1.0 , Ooopsi Cola
929 , 64 , 10 , 1.0 , dill
930 , 64 , 71 , 1.0 , Mr Peanut Peanut Butter
931 , 64 , 15 , 1.0 , Meyer Lemons
932 , 64 , 36 , 1.0 , Jasper's White Pizza
933 , 64 , 37 , 1.0 , Uggo Waffles
934 , 65 , 44 , 1.0 , ground beef
935 , 65 , 71 , 1.0 , Mr Peanut Peanut Butter
936 , 65 , 67 , 1.0 , Mom's Old Fashioned Mayo
937 , 65 , 40 , 1.0 , Husky Paper towels
938 , 65 , 26 , 1.0 , Pivotal 2% Milk
939 , 65 , 16 , 1.0 , Honeydew
940 , 65 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
941 , 65 , 55 , 1.0 , Mom's Cole Slaw
942 , 65 , 52 , 1.0 , Porky Pig Smoked Ham
943 , 65 , 19 , 1.0 , dole pineapple
944 , 65 , 12 , 1.0 , fennel
945 , 65 , 17 , 1.0 , napa
946 , 65 , 78 , 1.0 , Jasper's Pizza Sauce
947 , 65 , 71 , 1.0 , Mr Peanut Peanut Butter
948 , 65 , 53 , 1.0 , Old Zurich Swiss Cheese
949 , 65 , 9 , 1.0 , Kirby cukes
950 , 65 , 55 , 1.0 , Mom's Cole Slaw
951 , 65 , 82 , 1.0 , BabyBum Disposable Diapers
952 , 65 , 73 , 1.0 , Happy Valley Sweet Corn
953 , 65 , 60 , 1.0 , Organic Whole Wheat Bread
954 , 65 , 68 , 1.0 , Heinz Ketchup Quart Bottle
955 , 65 , 38 , 1.0 , Organic Vegetarian Sausage
956 , 66 , 77 , 1.0 , Pivotal Baked Beans
957 , 66 , 22 , 1.0 , triple wahsed spinach
958 , 66 , 52 , 1.0 , Porky Pig Smoked Ham
959 , 66 , 13 , 1.0 , pink grapefruit
960 , 66 , 76 , 1.0 , Happy Valley White Peaches
961 , 66 , 21 , 1.0 , black radish
962 , 66 , 61 , 1.0 , Brooklyn Bagel 6 pack
963 , 66 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
964 , 66 , 71 , 1.0 , Mr Peanut Peanut Butter
965 , 66 , 46 , 1.0 , Clucker Farms Organic Chicken
966 , 66 , 68 , 1.0 , Heinz Ketchup Quart Bottle
967 , 66 , 61 , 1.0 , Brooklyn Bagel 6 pack
968 , 66 , 20 , 1.0 , quince ?
969 , 66 , 69 , 1.0 , Ball Park Mustard
970 , 66 , 69 , 1.0 , Ball Park Mustard
971 , 66 , 68 , 1.0 , Heinz Ketchup Quart Bottle
972 , 66 , 63 , 1.0 , Mom's extra frosting birthday cake
973 , 66 , 22 , 1.0 , triple wahsed spinach
974 , 66 , 13 , 1.0 , pink grapefruit
975 , 66 , 5 , 1.0 , Boone Farms Swill
976 , 66 , 41 , 1.0 , 12 inch Dinner Plates
977 , 67 , 56 , 1.0 , Mom's Potato Salad
978 , 67 , 36 , 1.0 , Jasper's White Pizza
979 , 67 , 2 , 1.0 , Ooopsi Cola
980 , 67 , 73 , 1.0 , Happy Valley Sweet Corn
981 , 67 , 77 , 1.0 , Pivotal Baked Beans
982 , 67 , 75 , 1.0 , Happy Valley Diced Tomatoes
983 , 67 , 1 , 1.0 , Pivotal Apple Juice
984 , 67 , 77 , 1.0 , Pivotal Baked Beans
985 , 67 , 36 , 1.0 , Jasper's White Pizza
986 , 67 , 49 , 1.0 , Leg of lamb
987 , 67 , 64 , 1.0 , Ballpark Hot Dog Rolls
988 , 68 , 31 , 1.0 , Free Range Extra Large
989 , 68 , 23 , 1.0 , red top turnip
990 , 68 , 70 , 1.0 , Homer's Strawberry Jam
991 , 68 , 12 , 1.0 , fennel
992 , 68 , 20 , 1.0 , quince ?
993 , 68 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
994 , 68 , 12 , 1.0 , fennel
995 , 68 , 17 , 1.0 , napa
